"xCoord","yCoord","year","env1","env2"
53,1,0,3.44193548387097,1.11574193548387
54,1,0,3.85806451612903,1.06574193548387
55,1,0,3.19677419354839,1.14109677419355
56,1,0,2.95483870967742,1.17567741935484
57,1,0,3.49677419354839,1.10545161290323
58,1,0,3.41935483870968,1.11816129032258
59,1,0,3.79032258064516,1.08338709677419
0,2,0,5.92903225806452,0.987870967741936
1,2,0,5.9258064516129,0.991677419354839
2,2,0,5.97741935483871,0.990935483870968
3,2,0,6.01290322580645,0.989903225806452
4,2,0,6.08387096774194,0.987129032258064
5,2,0,6.15483870967742,0.983903225806452
6,2,0,6.21290322580645,0.982645161290323
7,2,0,6.25483870967742,0.981225806451613
8,2,0,6.30967741935484,0.977387096774194
9,2,0,6.37096774193548,0.971548387096774
10,2,0,6.41935483870968,0.965258064516129
11,2,0,6.45806451612903,0.960290322580645
12,2,0,6.49032258064516,0.957677419354839
13,2,0,6.51612903225806,0.956096774193548
14,2,0,6.52903225806452,0.955354838709677
15,2,0,6.49354838709677,0.960483870967742
16,2,0,6.49032258064516,0.965451612903226
17,2,0,6.51290322580645,0.968677419354839
18,2,0,6.53870967741936,0.972645161290323
19,2,0,6.57096774193548,0.978161290322581
20,2,0,6.60645161290323,0.985774193548387
21,2,0,6.62258064516129,0.997096774193548
22,2,0,6.55161290322581,1.01612903225806
23,2,0,6.51290322580645,1.03212903225806
24,2,0,6.38064516129032,1.05741935483871
25,2,0,6.21290322580645,1.08870967741935
26,2,0,6.10967741935484,1.10967741935484
27,2,0,5.90645161290323,1.14006451612903
28,2,0,5.59032258064516,1.17958064516129
29,2,0,5.41935483870968,1.19632258064516
30,2,0,5.00645161290323,1.22861290322581
31,2,0,4.65806451612903,1.25264516129032
32,2,0,5.02903225806452,1.20274193548387
33,2,0,5.27741935483871,1.16425806451613
34,2,0,5.06774193548387,1.17232258064516
35,2,0,5.19032258064516,1.142
36,2,0,5.03870967741936,1.14390322580645
37,2,0,4.83548387096774,1.1521935483871
38,2,0,4.82903225806452,1.13935483870968
39,2,0,4.41290322580645,1.17677419354839
40,2,0,4.33225806451613,1.17387096774194
41,2,0,4.07741935483871,1.19567741935484
42,2,0,3.75806451612903,1.22806451612903
43,2,0,3.79032258064516,1.20741935483871
44,2,0,3.23225806451613,1.26754838709677
45,2,0,2.81935483870968,1.30870967741935
46,2,0,2.71290322580645,1.30758064516129
47,2,0,2.75161290322581,1.28690322580645
48,2,0,2.9741935483871,1.23670967741935
49,2,0,2.3741935483871,1.31367741935484
50,2,0,2.28064516129032,1.31570967741935
51,2,0,2.36129032258065,1.28970967741935
52,2,0,3.09032258064516,1.16841935483871
53,2,0,3.50967741935484,1.10296774193548
54,2,0,3.88064516129032,1.05458064516129
55,2,0,3.91612903225806,1.04616129032258
56,2,0,3.64838709677419,1.07029032258065
57,2,0,3.7741935483871,1.05545161290323
58,2,0,3.59677419354839,1.07564516129032
59,2,0,3.73548387096774,1.06593548387097
0,3,0,5.85483870967742,0.994129032258064
1,3,0,5.85483870967742,0.997935483870968
2,3,0,5.81935483870968,1.00270967741935
3,3,0,5.85806451612903,1.0031935483871
4,3,0,5.90645161290323,1.00241935483871
5,3,0,5.99354838709677,0.998483870967742
6,3,0,6.03870967741936,0.996225806451613
7,3,0,6.10322580645161,0.994225806451613
8,3,0,6.17741935483871,0.989967741935484
9,3,0,6.25483870967742,0.984354838709677
10,3,0,6.29032258064516,0.98041935483871
11,3,0,6.34193548387097,0.976612903225807
12,3,0,6.39354838709677,0.974612903225807
13,3,0,6.40645161290323,0.974096774193548
14,3,0,6.43870967741936,0.974935483870968
15,3,0,6.45806451612903,0.979354838709677
16,3,0,6.45483870967742,0.985
17,3,0,6.48064516129032,0.98941935483871
18,3,0,6.52258064516129,0.991193548387097
19,3,0,6.52903225806452,0.998935483870968
20,3,0,6.54516129032258,1.00729032258065
21,3,0,6.54193548387097,1.01809677419355
22,3,0,6.48064516129032,1.03525806451613
23,3,0,6.44193548387097,1.04906451612903
24,3,0,6.36451612903226,1.06748387096774
25,3,0,6.2741935483871,1.08641935483871
26,3,0,6.10645161290323,1.11248387096774
27,3,0,5.90645161290323,1.14116129032258
28,3,0,5.52258064516129,1.18790322580645
29,3,0,5.49677419354839,1.18877419354839
30,3,0,5.20967741935484,1.21187096774194
31,3,0,4.85483870967742,1.23996774193548
32,3,0,4.82258064516129,1.23222580645161
33,3,0,4.81935483870968,1.21993548387097
34,3,0,5.13548387096774,1.1718064516129
35,3,0,5.16774193548387,1.1548064516129
36,3,0,5.03870967741936,1.15570967741935
37,3,0,5.20322580645161,1.12393548387097
38,3,0,5.01290322580645,1.132
39,3,0,4.74838709677419,1.15229032258065
40,3,0,4.31290322580645,1.19467741935484
41,3,0,4.41935483870968,1.16845161290323
42,3,0,4.13225806451613,1.194
43,3,0,3.91612903225806,1.20641935483871
44,3,0,3.57741935483871,1.23783870967742
45,3,0,3.46129032258064,1.23335483870968
46,3,0,3.28064516129032,1.24
47,3,0,3.14193548387097,1.24022580645161
48,3,0,3.05161290322581,1.23654838709677
49,3,0,2.17741935483871,1.34464516129032
50,3,0,2.75806451612903,1.24335483870968
51,3,0,2.41290322580645,1.27841935483871
52,3,0,3.20322580645161,1.15348387096774
53,3,0,3.29032258064516,1.12906451612903
54,3,0,3.23870967741936,1.12441935483871
55,3,0,3.46129032258064,1.08809677419355
56,3,0,3.56451612903226,1.06745161290323
57,3,0,3.67741935483871,1.05009677419355
58,3,0,3.39354838709677,1.08267741935484
59,3,0,3.58064516129032,1.06416129032258
0,4,0,5.82903225806452,0.995
1,4,0,5.80967741935484,1
2,4,0,5.73548387096774,1.00874193548387
3,4,0,5.75806451612903,1.01061290322581
4,4,0,5.80645161290323,1.01045161290323
5,4,0,5.89032258064516,1.00603225806452
6,4,0,5.91612903225806,1.00745161290323
7,4,0,5.91612903225806,1.00964516129032
8,4,0,5.99032258064516,1.00467741935484
9,4,0,5.99354838709677,1.00661290322581
10,4,0,6.13870967741935,0.996193548387097
11,4,0,6.27096774193548,0.986161290322581
12,4,0,6.31290322580645,0.985741935483871
13,4,0,6.34193548387097,0.985516129032258
14,4,0,6.35483870967742,0.988741935483871
15,4,0,6.40645161290323,0.990290322580645
16,4,0,6.44516129032258,0.992870967741936
17,4,0,6.50967741935484,0.993935483870968
18,4,0,6.51935483870968,0.999612903225806
19,4,0,6.52258064516129,1.00687096774194
20,4,0,6.51612903225806,1.01712903225806
21,4,0,6.47741935483871,1.03009677419355
22,4,0,6.38387096774194,1.04951612903226
23,4,0,6.41612903225806,1.05432258064516
24,4,0,6.34838709677419,1.06948387096774
25,4,0,6.19677419354839,1.09422580645161
26,4,0,6.0741935483871,1.11422580645161
27,4,0,5.85483870967742,1.14329032258065
28,4,0,5.46451612903226,1.19064516129032
29,4,0,5.35806451612903,1.20135483870968
30,4,0,5.12258064516129,1.22038709677419
31,4,0,5.04193548387097,1.22029032258065
32,4,0,4.88064516129032,1.22748387096774
33,4,0,4.66774193548387,1.23977419354839
34,4,0,4.89677419354839,1.2041935483871
35,4,0,5.05161290322581,1.17483870967742
36,4,0,5.06451612903226,1.16122580645161
37,4,0,5.16451612903226,1.1381935483871
38,4,0,5.09032258064516,1.13432258064516
39,4,0,4.8741935483871,1.15
40,4,0,4.72903225806452,1.15641935483871
41,4,0,4.71935483870968,1.14629032258065
42,4,0,4.38064516129032,1.17690322580645
43,4,0,4.0741935483871,1.201
44,4,0,3.81612903225806,1.21812903225806
45,4,0,3.93870967741936,1.18738709677419
46,4,0,3.71290322580645,1.19848387096774
47,4,0,3.22258064516129,1.24045161290323
48,4,0,3.18064516129032,1.22777419354839
49,4,0,3.41935483870968,1.1818064516129
50,4,0,3.54193548387097,1.14977419354839
51,4,0,3.61290322580645,1.12351612903226
52,4,0,2.38064516129032,1.26683870967742
53,4,0,2.3258064516129,1.25941935483871
54,4,0,2.89032258064516,1.16703225806452
55,4,0,3.16451612903226,1.11722580645161
56,4,0,3.44516129032258,1.07329032258065
57,4,0,3.27741935483871,1.0871935483871
58,4,0,3.63548387096774,1.04338709677419
59,4,0,3.7741935483871,1.03325806451613
0,5,0,5.75483870967742,0.998645161290323
1,5,0,5.75806451612903,1.00287096774194
2,5,0,5.72903225806452,1.0081935483871
3,5,0,5.67741935483871,1.01629032258065
4,5,0,5.68709677419355,1.01838709677419
5,5,0,5.79032258064516,1.01348387096774
6,5,0,5.83548387096774,1.01145161290323
7,5,0,5.85483870967742,1.01267741935484
8,5,0,5.71935483870968,1.02754838709677
9,5,0,5.9741935483871,1.00812903225806
10,5,0,6.04516129032258,1.00438709677419
11,5,0,6.11612903225806,1.00051612903226
12,5,0,6.21935483870968,0.994645161290323
13,5,0,6.19677419354839,1.00051612903226
14,5,0,6.22903225806452,1.001
15,5,0,6.26129032258064,1.00396774193548
16,5,0,6.24193548387097,1.01245161290323
17,5,0,6.42903225806452,1.00029032258065
18,5,0,6.45483870967742,1.00641935483871
19,5,0,6.44838709677419,1.01445161290323
20,5,0,6.46774193548387,1.02025806451613
21,5,0,6.43225806451613,1.03170967741935
22,5,0,6.35483870967742,1.04832258064516
23,5,0,6.07741935483871,1.0861935483871
24,5,0,6.34516129032258,1.06396774193548
25,5,0,5.99354838709677,1.11203225806452
26,5,0,6.10967741935484,1.10225806451613
27,5,0,5.87741935483871,1.13235483870968
28,5,0,5.67096774193548,1.15770967741935
29,5,0,5.32903225806452,1.19554838709677
30,5,0,5.25483870967742,1.1991935483871
31,5,0,5.2,1.19809677419355
32,5,0,4.77096774193548,1.23435483870968
33,5,0,4.5741935483871,1.248
34,5,0,4.90645161290323,1.20312903225806
35,5,0,4.94516129032258,1.18841935483871
36,5,0,5.24193548387097,1.14374193548387
37,5,0,5.09032258064516,1.15141935483871
38,5,0,4.98709677419355,1.15490322580645
39,5,0,5.05161290322581,1.13638709677419
40,5,0,5,1.13235483870968
41,5,0,4.63548387096774,1.16851612903226
42,5,0,4.2,1.21054838709677
43,5,0,3.86451612903226,1.23825806451613
44,5,0,3.91935483870968,1.21612903225806
45,5,0,3.55161290322581,1.24496774193548
46,5,0,2.62903225806452,1.33725806451613
47,5,0,3.28064516129032,1.24138709677419
48,5,0,3.42903225806452,1.20577419354839
49,5,0,3.90322580645161,1.13403225806452
50,5,0,3.76129032258064,1.13138709677419
51,5,0,3.24193548387097,1.16974193548387
52,5,0,2.28064516129032,1.27725806451613
53,5,0,2.42903225806452,1.23809677419355
54,5,0,2.38387096774194,1.23109677419355
55,5,0,2.76774193548387,1.16358064516129
56,5,0,3.44838709677419,1.06658064516129
57,5,0,2.92258064516129,1.12206451612903
58,5,0,2.22258064516129,1.21229032258065
59,5,0,3.00322580645161,1.10338709677419
0,6,0,5.60967741935484,1.00861290322581
1,6,0,5.63548387096774,1.00993548387097
2,6,0,5.66451612903226,1.01158064516129
3,6,0,5.61612903225806,1.01941935483871
4,6,0,5.55806451612903,1.02748387096774
5,6,0,5.63225806451613,1.02425806451613
6,6,0,5.73870967741936,1.01774193548387
7,6,0,5.85483870967742,1.00922580645161
8,6,0,5.8258064516129,1.01522580645161
9,6,0,5.88387096774194,1.01345161290323
10,6,0,5.83870967741935,1.02051612903226
11,6,0,5.7258064516129,1.03429032258065
12,6,0,6.03870967741936,1.00883870967742
13,6,0,6.10967741935484,1.00629032258065
14,6,0,6.12903225806452,1.009
15,6,0,6.16774193548387,1.00983870967742
16,6,0,6.1,1.02283870967742
17,6,0,6.26451612903226,1.01206451612903
18,6,0,6.31290322580645,1.01364516129032
19,6,0,6.27741935483871,1.02374193548387
20,6,0,6.28064516129032,1.0311935483871
21,6,0,6.27096774193548,1.04012903225806
22,6,0,6.12903225806452,1.06341935483871
23,6,0,6.24516129032258,1.05825806451613
24,6,0,6.30645161290323,1.05906451612903
25,6,0,6.16129032258065,1.08061290322581
26,6,0,6.08709677419355,1.09190322580645
27,6,0,5.95161290322581,1.11064516129032
28,6,0,5.79032258064516,1.12741935483871
29,6,0,5.60967741935484,1.14754838709677
30,6,0,5.43225806451613,1.16232258064516
31,6,0,5.24193548387097,1.17870967741935
32,6,0,5.05161290322581,1.19512903225806
33,6,0,4.8741935483871,1.20874193548387
34,6,0,4.96451612903226,1.19109677419355
35,6,0,5.00645161290323,1.17825806451613
36,6,0,5.12903225806452,1.15661290322581
37,6,0,4.91290322580645,1.1741935483871
38,6,0,4.7258064516129,1.18890322580645
39,6,0,4.20645161290323,1.24332258064516
40,6,0,4.63870967741935,1.18193548387097
41,6,0,4.81290322580645,1.14951612903226
42,6,0,4.26451612903226,1.20703225806452
43,6,0,4.24193548387097,1.19641935483871
44,6,0,4.10967741935484,1.19838709677419
45,6,0,3.89032258064516,1.20967741935484
46,6,0,3.56129032258064,1.23264516129032
47,6,0,3.55806451612903,1.21529032258065
48,6,0,3.60967741935484,1.18858064516129
49,6,0,3.77741935483871,1.14935483870968
50,6,0,3.40645161290323,1.1708064516129
51,6,0,3.16129032258065,1.17790322580645
52,6,0,3.2741935483871,1.1458064516129
53,6,0,3.5258064516129,1.09658064516129
54,6,0,3.42903225806452,1.08877419354839
55,6,0,3.34838709677419,1.08341935483871
56,6,0,3.68387096774194,1.03454838709677
57,6,0,3.14516129032258,1.08441935483871
58,6,0,2.6,1.14716129032258
59,6,0,2.91935483870968,1.10161290322581
0,7,0,5.44193548387097,1.01738709677419
1,7,0,5.51935483870968,1.01709677419355
2,7,0,5.48387096774194,1.02387096774194
3,7,0,5.47096774193548,1.02906451612903
4,7,0,5.51935483870968,1.02761290322581
5,7,0,5.5,1.03190322580645
6,7,0,5.51612903225806,1.03248387096774
7,7,0,5.61290322580645,1.02670967741935
8,7,0,5.62258064516129,1.02893548387097
9,7,0,5.68387096774194,1.02706451612903
10,7,0,5.72903225806452,1.02716129032258
11,7,0,5.77096774193548,1.02612903225806
12,7,0,5.82258064516129,1.02467741935484
13,7,0,5.90967741935484,1.02090322580645
14,7,0,6.01290322580645,1.01474193548387
15,7,0,6.03870967741936,1.01641935483871
16,7,0,6.11290322580645,1.01238709677419
17,7,0,6.12903225806452,1.01593548387097
18,7,0,6.21612903225807,1.01277419354839
19,7,0,6.16774193548387,1.02403225806452
20,7,0,6.15483870967742,1.03345161290323
21,7,0,6.24516129032258,1.03016129032258
22,7,0,6.1258064516129,1.05
23,7,0,6.04516129032258,1.064
24,7,0,6.19677419354839,1.05703225806452
25,7,0,6.11612903225806,1.07190322580645
26,7,0,5.94193548387097,1.09264516129032
27,7,0,5.93225806451613,1.0938064516129
28,7,0,5.8741935483871,1.10161290322581
29,7,0,5.74193548387097,1.11458064516129
30,7,0,5.51612903225806,1.13661290322581
31,7,0,5.29354838709677,1.158
32,7,0,5.21935483870968,1.16170967741935
33,7,0,5.04838709677419,1.17658064516129
34,7,0,5.25483870967742,1.14654838709677
35,7,0,5.08387096774194,1.16270967741935
36,7,0,4.94838709677419,1.17345161290323
37,7,0,4.82903225806452,1.18261290322581
38,7,0,4.63548387096774,1.19935483870968
39,7,0,4.41290322580645,1.21987096774194
40,7,0,4.45806451612903,1.20677419354839
41,7,0,4.80322580645161,1.15241935483871
42,7,0,4.59032258064516,1.16832258064516
43,7,0,4.47741935483871,1.17032258064516
44,7,0,4.11612903225806,1.19983870967742
45,7,0,3.74838709677419,1.22854838709677
46,7,0,3.6,1.23141935483871
47,7,0,3.47741935483871,1.22667741935484
48,7,0,3.49677419354839,1.20103225806452
49,7,0,3.73225806451613,1.15290322580645
50,7,0,3.71935483870968,1.13206451612903
51,7,0,3.26774193548387,1.16245161290323
52,7,0,3.31612903225806,1.13574193548387
53,7,0,3.31935483870968,1.11541935483871
54,7,0,3.36774193548387,1.09161290322581
55,7,0,3.40645161290323,1.071
56,7,0,3.50967741935484,1.04496774193548
57,7,0,3.34838709677419,1.05170967741935
58,7,0,3.3258064516129,1.04838709677419
59,7,0,3.39354838709677,1.03877419354839
0,8,0,4.76129032258064,1.06661290322581
1,8,0,4.67096774193548,1.07958064516129
2,8,0,4.70645161290323,1.08093548387097
3,8,0,4.74516129032258,1.08206451612903
4,8,0,4.56129032258064,1.0998064516129
5,8,0,4.48387096774194,1.11109677419355
6,8,0,4.69677419354839,1.09703225806452
7,8,0,4.80645161290323,1.09167741935484
8,8,0,4.91935483870968,1.08654838709677
9,8,0,5.10645161290323,1.07448387096774
10,8,0,5.39677419354839,1.05145161290323
11,8,0,5.62258064516129,1.03403225806452
12,8,0,5.67096774193548,1.0328064516129
13,8,0,5.71935483870968,1.03138709677419
14,8,0,5.78064516129032,1.02922580645161
15,8,0,5.89032258064516,1.02141935483871
16,8,0,6,1.01396774193548
17,8,0,6.07741935483871,1.00916129032258
18,8,0,6.10645161290323,1.0111935483871
19,8,0,6.1,1.01670967741935
20,8,0,6.04516129032258,1.02732258064516
21,8,0,6.11290322580645,1.02651612903226
22,8,0,6.08387096774194,1.03606451612903
23,8,0,6.07096774193548,1.04274193548387
24,8,0,6.08064516129032,1.04796774193548
25,8,0,6.04516129032258,1.05590322580645
26,8,0,5.8741935483871,1.07687096774194
27,8,0,5.81612903225806,1.08454838709677
28,8,0,5.77741935483871,1.08870967741935
29,8,0,5.56451612903226,1.11125806451613
30,8,0,5.50645161290323,1.11674193548387
31,8,0,5.33548387096774,1.13422580645161
32,8,0,5.18709677419355,1.14858064516129
33,8,0,5.2258064516129,1.14303225806452
34,8,0,4.90967741935484,1.17732258064516
35,8,0,4.89032258064516,1.17696774193548
36,8,0,4.74516129032258,1.1921935483871
37,8,0,4.5741935483871,1.20883870967742
38,8,0,4.73870967741936,1.18458064516129
39,8,0,4.5,1.20725806451613
40,8,0,4.43225806451613,1.20806451612903
41,8,0,4.28064516129032,1.21690322580645
42,8,0,4.57741935483871,1.16935483870968
43,8,0,4.38064516129032,1.18135483870968
44,8,0,4.13870967741935,1.19541935483871
45,8,0,3.83548387096774,1.21561290322581
46,8,0,3.92903225806452,1.18670967741935
47,8,0,3.76774193548387,1.18687096774194
48,8,0,3.21935483870968,1.22912903225806
49,8,0,3.49354838709677,1.17551612903226
50,8,0,3.78709677419355,1.11893548387097
51,8,0,3.74516129032258,1.10267741935484
52,8,0,3.41290322580645,1.11983870967742
53,8,0,2.96451612903226,1.15425806451613
54,8,0,3.00645161290323,1.12887096774194
55,8,0,3.05483870967742,1.1071935483871
56,8,0,3.10967741935484,1.08593548387097
57,8,0,3.07741935483871,1.07870967741935
58,8,0,3.08709677419355,1.07061290322581
59,8,0,3.08709677419355,1.06525806451613
0,9,0,4.55161290322581,1.07351612903226
1,9,0,4.33548387096774,1.09583870967742
2,9,0,4.40645161290323,1.09577419354839
3,9,0,4.45806451612903,1.09645161290323
4,9,0,4.31935483870968,1.11174193548387
5,9,0,4.06774193548387,1.13503225806452
6,9,0,4.01290322580645,1.14561290322581
7,9,0,4.06774193548387,1.14632258064516
8,9,0,4.08709677419355,1.15103225806452
9,9,0,4.30967741935484,1.13716129032258
10,9,0,4.71612903225807,1.10761290322581
11,9,0,5.07741935483871,1.07777419354839
12,9,0,5.38709677419355,1.05106451612903
13,9,0,5.54838709677419,1.03793548387097
14,9,0,5.61935483870968,1.03374193548387
15,9,0,5.69032258064516,1.02954838709677
16,9,0,5.79032258064516,1.02187096774194
17,9,0,5.89354838709677,1.01390322580645
18,9,0,5.95483870967742,1.01161290322581
19,9,0,5.98064516129032,1.01241935483871
20,9,0,5.98064516129032,1.0161935483871
21,9,0,5.98064516129032,1.02045161290323
22,9,0,5.98064516129032,1.02567741935484
23,9,0,5.99032258064516,1.03006451612903
24,9,0,5.9741935483871,1.03593548387097
25,9,0,5.95483870967742,1.04193548387097
26,9,0,5.83225806451613,1.05777419354839
27,9,0,5.72258064516129,1.07209677419355
28,9,0,5.6258064516129,1.08274193548387
29,9,0,5.59032258064516,1.08541935483871
30,9,0,5.48064516129032,1.10022580645161
31,9,0,5.34516129032258,1.11387096774194
32,9,0,5.33225806451613,1.115
33,9,0,5.23225806451613,1.12545161290323
34,9,0,5.14516129032258,1.13583870967742
35,9,0,5.09354838709677,1.1421935483871
36,9,0,4.91612903225806,1.16287096774194
37,9,0,4.80322580645161,1.17509677419355
38,9,0,4.65161290322581,1.18948387096774
39,9,0,4.45483870967742,1.20729032258065
40,9,0,4.14516129032258,1.23851612903226
41,9,0,4.03870967741936,1.24232258064516
42,9,0,4.23548387096774,1.20858064516129
43,9,0,4.54838709677419,1.15793548387097
44,9,0,4.24193548387097,1.17996774193548
45,9,0,4.18064516129032,1.17190322580645
46,9,0,4.16774193548387,1.15467741935484
47,9,0,3.55161290322581,1.20596774193548
48,9,0,3.56129032258064,1.18416129032258
49,9,0,3.3741935483871,1.18222580645161
50,9,0,3.51290322580645,1.14493548387097
51,9,0,3.77741935483871,1.09377419354839
52,9,0,4.00645161290323,1.04938709677419
53,9,0,3.51612903225806,1.08261290322581
54,9,0,2.98387096774194,1.12977419354839
55,9,0,2.79354838709677,1.13693548387097
56,9,0,2.55806451612903,1.15074193548387
57,9,0,2.28709677419355,1.17674193548387
58,9,0,2.93548387096774,1.08432258064516
59,9,0,2.98387096774194,1.07209677419355
0,10,0,4.23225806451613,1.08545161290323
1,10,0,4.26129032258064,1.08948387096774
2,10,0,4.36451612903226,1.087
3,10,0,4.17741935483871,1.10612903225806
4,10,0,4.14516129032258,1.11338709677419
5,10,0,4.03225806451613,1.12783870967742
6,10,0,3.88064516129032,1.14551612903226
7,10,0,3.48064516129032,1.182
8,10,0,3.79032258064516,1.16458064516129
9,10,0,4.0741935483871,1.14674193548387
10,10,0,4.26129032258064,1.1368064516129
11,10,0,4.44516129032258,1.12583870967742
12,10,0,4.74193548387097,1.10167741935484
13,10,0,5.11290322580645,1.06858064516129
14,10,0,5.35806451612903,1.04567741935484
15,10,0,5.50322580645161,1.03490322580645
16,10,0,5.60967741935484,1.02561290322581
17,10,0,5.66129032258065,1.02174193548387
18,10,0,5.79032258064516,1.01222580645161
19,10,0,5.81612903225806,1.01077419354839
20,10,0,5.83548387096774,1.01193548387097
21,10,0,5.84838709677419,1.01464516129032
22,10,0,5.85806451612903,1.01787096774194
23,10,0,5.85806451612903,1.02203225806452
24,10,0,5.85806451612903,1.0258064516129
25,10,0,5.81935483870968,1.03261290322581
26,10,0,5.73870967741936,1.04309677419355
27,10,0,5.64193548387097,1.05525806451613
28,10,0,5.53548387096774,1.06787096774194
29,10,0,5.51935483870968,1.07235483870968
30,10,0,5.45806451612903,1.07890322580645
31,10,0,5.4,1.08693548387097
32,10,0,5.3741935483871,1.09148387096774
33,10,0,5.32258064516129,1.09767741935484
34,10,0,5.2741935483871,1.1058064516129
35,10,0,5.18709677419355,1.11651612903226
36,10,0,4.91290322580645,1.15025806451613
37,10,0,4.4258064516129,1.2091935483871
38,10,0,4.30322580645161,1.22264516129032
39,10,0,4.3741935483871,1.21054838709677
